id,Наименование,Регулярная цена,Промо цена,Бренд
694995,"Корм сухой для кошек PURINA ONE с уткой и печенью, для привередливых к вкусу, 750г",354.99 руб.,354.99 руб.,PURINA ONE
697413,"Корм влажный для взрослых собак CESAR Natural Goodness Говядина со сладким перцем и шпинатом в соусе, 80г",37.99 руб.,37.99 руб.,CESAR
697484,"Корм влажный для взрослых кошек SHEBA Ломтики в желе с телятиной, 75г",37.99 руб.,29.99 руб.,SHEBA
702303,"Наполнитель силикагелевый для кошачьего туалета CAT STEP Arctic Neon впитывающий, 1,67кг",849.99 руб.,599.99 руб.,CAT STEP
710222,"Корм консервированный для кошек L’AMOUR с говядиной в соусе, 75г",17.99 руб.,14.99 руб.,L’AMOUR
710223,"Корм консервированный для кошек L’AMOUR с курицей в соусе, 75г",17.99 руб.,14.99 руб.,L’AMOUR
714041,Игрушка для кошек TRIOL из прессованной кошачьей мяты,199.99 руб.,149.99 руб.,TRIOL
717180,"Корм влажный для кошек ALPHAPET Superpemium Ягненок с потрошками нежные ломтики в соусе, с чувствительным пищеварением, 80г",89.99 руб.,69.99 руб.,ALPHAPET
717181,"Корм влажный для кошек ALPHAPET Superpemium Ягненок и брусника мясные кусочки в соусе, с чувствительным пищеварением, 80г",119.99 руб.,74.99 руб.,ALPHAPET
717182,"Корм влажный для кошек ALPHAPET WOW Superpemium Индейка нежные ломтики в соусе, для стерилизованных, 80г",99.99 руб.,69.99 руб.,ALPHAPET
717183,"Корм влажный для котят, беременных и кормящих кошек ALPHAPET Superpemium Индейка нежные ломтики в соусе, 80г",89.99 руб.,69.99 руб.,ALPHAPET
717190,"Корм влажный для кошек ALPHAPET Superpemium Кролик с потрошками нежные ломтики в соусе, с чувствительным пищеварением, 80г",89.99 руб.,69.99 руб.,ALPHAPET
717191,"Корм влажный для кошек ALPHAPET Superpemium Кролик и черника мясные кусочки в соусе, с чувствительным пищеварением, 80г",119.99 руб.,74.99 руб.,ALPHAPET
717192,"Корм влажный для кошек ALPHAPET WOW Superpemium Цыпленок сочные кусочки в соусе, 80г",99.99 руб.,69.99 руб.,ALPHAPET
717194,"Корм влажный для кошек ALPHAPET Superpemium Ягненок и сердце мясные кусочки в желе, для стерилизованных, 80г",119.99 руб.,74.99 руб.,ALPHAPET
717202,"Корм влажный для собак ALPHAPET Superpemium Говядина и томленая тыква сочные ломтики в соусе, с чувствительным пищеварением, 100г",99.99 руб.,69.99 руб.,ALPHAPET
717203,"Корм влажный для собак ALPHAPET Superpemium Телятина и тыква мясные кусочки в соусе, с чувствительным пищеварением, 100г",129.99 руб.,99.99 руб.,ALPHAPET
717204,"Корм влажный для собак ALPHAPET Superpemium Кролик с кабачком нежные ломтики в соусе, 100г",99.99 руб.,69.99 руб.,ALPHAPET
717205,"Корм влажный для кошек ALPHAPET Superpemium Говядина и малина мясные кусочки в соусе, с чувствительным пищеварением, 80г",119.99 руб.,74.99 руб.,ALPHAPET
724891,"Лакомство для собак PERFECT FIT Oral Care Для поддержания здоровья зубов и полости рта, с говядиной и добавлением мяты, для мелких и мини пород, 90г",119.99 руб.,94.99 руб.,PERFECT FIT
729566,"Корм влажный для взрослых кошек SHEBA Кролик и индейка, ломтики в соусе, 75г",37.99 руб.,29.99 руб.,SHEBA
729567,"Корм влажный для взрослых кошек SHEBA Натуральная коллекция с уткой и добавлением яблок, 75г",37.99 руб.,29.99 руб.,SHEBA
731810,"Корм консервированный для собак МИРАТОРГ Паштет с ягненком, для мелких пород, 100г",99.99 руб.,99.99 руб.,МИРАТОРГ
732609,"Корм консервированный для взрослых собак МИРАТОРГ паштет с говядиной, от 1 года, для мелких пород, 100г",99.99 руб.,99.99 руб.,МИРАТОРГ
732955,"Лакомство для собак MOLINA Жевательные колбаски, Курица и индейка, 20г",139.99 руб.,94.99 руб.,MOLINA
733098,"Корм консервированный для котят BRIT Premium Starter Воздушный паштет с индейкой, 100г",119.99 руб.,99.99 руб.,BRIT
733099,"Корм консервированный для щенков BRIT Premium Starter Воздушный паштет с индейкой, 100г",119.99 руб.,99.99 руб.,BRIT
733101,"Игрушка для собак TRIOL Бутылка 16,5–21,5см",499.99 руб.,349.99 руб.,TRIOL
733103,"Игрушка для собак GAMMA с веревкой 8,5см",249.99 руб.,199.99 руб.,GAMMA
733104,"Лакомство для кошек SNACK BAR Мини-подушечки с начинкой из курицы с креветкой, 30г",99.99 руб.,79.99 руб.,SNACK BAR
733105,"Лакомство для кошек SNACK BAR Мини-подушечки с начинкой из тунца, 30г",84.99 руб.,54.99 руб.,SNACK BAR
733107,"Наполнитель растительный для кошачьего туалета CAT STEP Tofu Vanilla комкующийся, 6л",1199.0 руб.,889.99 руб.,CAT STEP
733108,"Пуходерка для животных TRIOL пластиковая, малая, с каплей, 17х5х5,5см",199.99 руб.,149.99 руб.,TRIOL
734040,"Корм консервированный для взрослых кошек МИРАТОРГ Selection Паштет с говядиной, 100г",99.99 руб.,99.99 руб.,МИРАТОРГ
734074,"Корм консервированный для взрослых кошек МИРАТОРГ Selection Паштет с ягненок, 100г",99.99 руб.,99.99 руб.,МИРАТОРГ
735543,"Корм сухой для взрослых собак PEDIGREE с говядиной, полнорационный, для мелких, 2000г",549.99 руб.,549.99 руб.,PEDIGREE
735544,"Корм сухой для взрослых собак PEDIGREE полнорационный, для всех пород, 2000г",569.99 руб.,569.99 руб.,PEDIGREE
735546,"Корм сухой для взрослых собак PEDIGREE полнорационный, для мелких пород, 500г",219.99 руб.,219.99 руб.,PEDIGREE
735547,"Корм сухой для щенков PEDIGREE полнорационный, с 2 месяцев, для всех пород, 500г",219.99 руб.,219.99 руб.,PEDIGREE
740778,Салфетки влажные GAMMA Уход за лапами,79.99 руб.,79.99 руб.,GAMMA
740802,Подстилки TRIOL впитывающие на липучках,799.99 руб.,499.99 руб.,TRIOL
